instance_name,file_name,file_path,dataset_seed,source_random_seed,seed_batch_index,instance_index,difficulty,team_count,slot_count,round_robin_mode,meeting_count,constraint_count,hard_constraint_count,soft_constraint_count,hard_constraint_ratio,constraint_density,penalty_weight_min,penalty_weight_max,constraint_families,num_constraint_families,capacity_constraint_count,break_constraint_count,home_away_constraint_count,availability_constraint_count,venue_constraint_count,separation_constraint_count,fairness_constraint_count,travel_constraint_count
synthetic_study_medium_14t_single_seed43_0080,synthetic_study_medium_14t_single_seed43_0080.xml,data/raw/synthetic/study/synthetic_study_medium_14t_single_seed43_0080.xml,43,150504,1,80,medium,14,15,single,91,13,8,5,0.6154,0.35,12,41,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,3,1
synthetic_study_hard_17t_single_seed43_0081,synthetic_study_hard_17t_single_seed43_0081.xml,data/raw/synthetic/study/synthetic_study_hard_17t_single_seed43_0081.xml,43,158423,1,81,hard,17,20,single,136,17,14,3,0.8235,0.7,22,76,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,3,3,2,2,2,3,0
synthetic_study_easy_06t_single_seed43_0082,synthetic_study_easy_06t_single_seed43_0082.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed43_0082.xml,43,166342,1,82,easy,6,7,single,15,4,1,3,0.25,0.28,8,18,Break;Capacity;Fairness;HomeAway,4,1,1,1,0,0,0,1,0
synthetic_study_medium_09t_double_seed43_0083,synthetic_study_medium_09t_double_seed43_0083.xml,data/raw/synthetic/study/synthetic_study_medium_09t_double_seed43_0083.xml,43,174261,1,83,medium,9,21,double,72,7,4,3,0.5714,0.6,13,35,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,1,1,1,1,1,1,0
synthetic_study_hard_18t_double_seed43_0084,synthetic_study_hard_18t_double_seed43_0084.xml,data/raw/synthetic/study/synthetic_study_hard_18t_double_seed43_0084.xml,43,182180,1,84,hard,18,38,double,306,20,14,6,0.7,0.6,23,70,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,4,3,2,2,2,4,1
synthetic_study_easy_07t_double_seed43_0085,synthetic_study_easy_07t_double_seed43_0085.xml,data/raw/synthetic/study/synthetic_study_easy_07t_double_seed43_0085.xml,43,190099,1,85,easy,7,16,double,42,8,4,4,0.5,0.22,5,19,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,1,1,1,1,1,1,1
synthetic_study_medium_10t_single_seed43_0086,synthetic_study_medium_10t_single_seed43_0086.xml,data/raw/synthetic/study/synthetic_study_medium_10t_single_seed43_0086.xml,43,198018,1,86,medium,10,10,single,45,6,3,3,0.5,0.5,10,36,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_hard_19t_double_seed43_0087,synthetic_study_hard_19t_double_seed43_0087.xml,data/raw/synthetic/study/synthetic_study_hard_19t_double_seed43_0087.xml,43,205937,1,87,hard,19,42,double,342,21,13,8,0.619,0.85,20,71,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,5,3,2,2,2,3,1
synthetic_study_easy_08t_single_seed43_0088,synthetic_study_easy_08t_single_seed43_0088.xml,data/raw/synthetic/study/synthetic_study_easy_08t_single_seed43_0088.xml,43,213856,1,88,easy,8,8,single,28,7,3,4,0.4286,0.15,6,20,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_11t_double_seed43_0089,synthetic_study_medium_11t_double_seed43_0089.xml,data/raw/synthetic/study/synthetic_study_medium_11t_double_seed43_0089.xml,43,221775,1,89,medium,11,25,double,110,8,5,3,0.625,0.4,11,37,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,1,1,1,1,1,0
synthetic_study_hard_12t_single_seed43_0090,synthetic_study_hard_12t_single_seed43_0090.xml,data/raw/synthetic/study/synthetic_study_hard_12t_single_seed43_0090.xml,43,229694,1,90,hard,12,16,single,66,10,6,4,0.6,0.75,21,72,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,1,1
synthetic_study_easy_04t_single_seed43_0091,synthetic_study_easy_04t_single_seed43_0091.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed43_0091.xml,43,237613,1,91,easy,4,5,single,6,4,2,2,0.5,0.32,7,21,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_12t_single_seed43_0092,synthetic_study_medium_12t_single_seed43_0092.xml,data/raw/synthetic/study/synthetic_study_medium_12t_single_seed43_0092.xml,43,245532,1,92,medium,12,15,single,66,8,4,4,0.5,0.3,12,38,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,1,1,1,1,1,1,1
synthetic_study_hard_12t_double_seed43_0093,synthetic_study_hard_12t_double_seed43_0093.xml,data/raw/synthetic/study/synthetic_study_hard_12t_double_seed43_0093.xml,43,253451,1,93,hard,12,24,double,132,12,9,3,0.75,0.65,22,73,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,2,2,2,1,1,2,0
synthetic_study_easy_05t_double_seed43_0094,synthetic_study_easy_05t_double_seed43_0094.xml,data/raw/synthetic/study/synthetic_study_easy_05t_double_seed43_0094.xml,43,261370,1,94,easy,5,12,double,20,6,3,3,0.5,0.25,8,22,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_medium_13t_double_seed43_0095,synthetic_study_medium_13t_double_seed43_0095.xml,data/raw/synthetic/study/synthetic_study_medium_13t_double_seed43_0095.xml,43,269289,1,95,medium,13,30,double,156,10,5,5,0.5,0.55,13,39,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,1,1,1,1,2,1
synthetic_study_hard_15t_double_seed43_0096,synthetic_study_hard_15t_double_seed43_0096.xml,data/raw/synthetic/study/synthetic_study_hard_15t_double_seed43_0096.xml,43,277208,1,96,hard,15,32,double,210,14,9,5,0.6429,0.55,23,74,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,2,1,1,3,1
synthetic_study_easy_06t_single_seed43_0097,synthetic_study_easy_06t_single_seed43_0097.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed43_0097.xml,43,285127,1,97,easy,6,5,single,15,6,3,3,0.5,0.18,5,23,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_medium_13t_single_seed43_0098,synthetic_study_medium_13t_single_seed43_0098.xml,data/raw/synthetic/study/synthetic_study_medium_13t_single_seed43_0098.xml,43,293046,1,98,medium,13,15,single,78,10,6,4,0.6,0.45,10,40,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,1,1
synthetic_study_hard_16t_single_seed43_0099,synthetic_study_hard_16t_single_seed43_0099.xml,data/raw/synthetic/study/synthetic_study_hard_16t_single_seed43_0099.xml,43,300965,1,99,hard,16,18,single,120,14,8,6,0.5714,0.8,20,75,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,1,1,1,3,1
synthetic_study_easy_07t_single_seed43_0100,synthetic_study_easy_07t_single_seed43_0100.xml,data/raw/synthetic/study/synthetic_study_easy_07t_single_seed43_0100.xml,43,308884,1,100,easy,7,8,single,21,7,3,4,0.4286,0.35,6,24,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_14t_double_seed43_0101,synthetic_study_medium_14t_double_seed43_0101.xml,data/raw/synthetic/study/synthetic_study_medium_14t_double_seed43_0101.xml,43,316803,1,101,medium,14,29,double,182,13,8,5,0.6154,0.35,11,41,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,3,1
synthetic_study_hard_17t_double_seed43_0102,synthetic_study_hard_17t_double_seed43_0102.xml,data/raw/synthetic/study/synthetic_study_hard_17t_double_seed43_0102.xml,43,324722,1,102,hard,17,38,double,272,16,13,3,0.8125,0.7,21,76,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,3,3,2,2,2,2,0
synthetic_study_easy_07t_double_seed43_0103,synthetic_study_easy_07t_double_seed43_0103.xml,data/raw/synthetic/study/synthetic_study_easy_07t_double_seed43_0103.xml,43,332641,1,103,easy,7,16,double,42,8,3,5,0.375,0.28,7,18,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,2,1
synthetic_study_medium_08t_single_seed43_0104,synthetic_study_medium_08t_single_seed43_0104.xml,data/raw/synthetic/study/synthetic_study_medium_08t_single_seed43_0104.xml,43,340560,1,104,medium,8,11,single,28,6,3,3,0.5,0.6,12,35,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_hard_18t_double_seed43_0105,synthetic_study_hard_18t_double_seed43_0105.xml,data/raw/synthetic/study/synthetic_study_hard_18t_double_seed43_0105.xml,43,348479,1,105,hard,18,39,double,306,17,12,5,0.7059,0.6,22,70,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,2,2,2,3,1
synthetic_study_easy_04t_single_seed43_0106,synthetic_study_easy_04t_single_seed43_0106.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed43_0106.xml,43,356398,1,106,easy,4,3,single,6,4,2,2,0.5,0.22,8,19,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_09t_double_seed43_0107,synthetic_study_medium_09t_double_seed43_0107.xml,data/raw/synthetic/study/synthetic_study_medium_09t_double_seed43_0107.xml,43,364317,1,107,medium,9,22,double,72,9,4,5,0.4444,0.5,13,36,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,1,1,1,1,1,2,1
synthetic_study_hard_19t_single_seed43_0108,synthetic_study_hard_19t_single_seed43_0108.xml,data/raw/synthetic/study/synthetic_study_hard_19t_single_seed43_0108.xml,43,372236,1,108,hard,19,21,single,171,17,11,6,0.6471,0.85,23,71,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,2,2,2,3,1
synthetic_study_easy_04t_single_seed43_0109,synthetic_study_easy_04t_single_seed43_0109.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed43_0109.xml,43,380155,1,109,easy,4,4,single,6,5,2,3,0.4,0.15,5,20,Availability;Break;Capacity;Fairness;HomeAway,5,1,1,1,1,0,0,1,0
synthetic_study_medium_10t_single_seed43_0110,synthetic_study_medium_10t_single_seed43_0110.xml,data/raw/synthetic/study/synthetic_study_medium_10t_single_seed43_0110.xml,43,388074,1,110,medium,10,11,single,45,9,6,3,0.6667,0.4,10,37,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,2,1,1,1,1,0
synthetic_study_hard_20t_double_seed43_0111,synthetic_study_hard_20t_double_seed43_0111.xml,data/raw/synthetic/study/synthetic_study_hard_20t_double_seed43_0111.xml,43,395993,1,111,hard,20,42,double,380,19,10,9,0.5263,0.75,20,72,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,4,3,2,2,1,3,1
synthetic_study_easy_05t_double_seed43_0112,synthetic_study_easy_05t_double_seed43_0112.xml,data/raw/synthetic/study/synthetic_study_easy_05t_double_seed43_0112.xml,43,403912,1,112,easy,5,12,double,20,6,2,4,0.3333,0.32,6,21,Availability;Break;Capacity;Fairness;HomeAway;Travel,6,1,1,1,1,0,0,1,1
synthetic_study_medium_11t_double_seed43_0113,synthetic_study_medium_11t_double_seed43_0113.xml,data/raw/synthetic/study/synthetic_study_medium_11t_double_seed43_0113.xml,43,411831,1,113,medium,11,25,double,110,11,6,5,0.5455,0.3,11,38,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,2,1
synthetic_study_hard_20t_double_seed43_0114,synthetic_study_hard_20t_double_seed43_0114.xml,data/raw/synthetic/study/synthetic_study_hard_20t_double_seed43_0114.xml,43,419750,1,114,hard,20,43,double,380,20,15,5,0.75,0.65,21,73,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,3,3,2,2,2,4,1
synthetic_study_easy_06t_single_seed43_0115,synthetic_study_easy_06t_single_seed43_0115.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed43_0115.xml,43,427669,1,115,easy,6,5,single,15,6,3,3,0.5,0.25,7,22,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_medium_12t_single_seed43_0116,synthetic_study_medium_12t_single_seed43_0116.xml,data/raw/synthetic/study/synthetic_study_medium_12t_single_seed43_0116.xml,43,435588,1,116,medium,12,14,single,66,11,5,6,0.4545,0.55,12,39,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,3,1,1,1,1,2,1
synthetic_study_hard_13t_single_seed43_0117,synthetic_study_hard_13t_single_seed43_0117.xml,data/raw/synthetic/study/synthetic_study_hard_13t_single_seed43_0117.xml,43,443507,1,117,hard,13,19,single,78,10,7,3,0.7,0.55,22,74,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,2,1,1,1,2,0
synthetic_study_easy_07t_single_seed43_0118,synthetic_study_easy_07t_single_seed43_0118.xml,data/raw/synthetic/study/synthetic_study_easy_07t_single_seed43_0118.xml,43,451426,1,118,easy,7,7,single,21,7,3,4,0.4286,0.18,8,23,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_13t_double_seed43_0119,synthetic_study_medium_13t_double_seed43_0119.xml,data/raw/synthetic/study/synthetic_study_medium_13t_double_seed43_0119.xml,43,459345,1,119,medium,13,30,double,156,13,8,5,0.6154,0.45,13,40,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,3,1
synthetic_study_hard_13t_double_seed43_0120,synthetic_study_hard_13t_double_seed43_0120.xml,data/raw/synthetic/study/synthetic_study_hard_13t_double_seed43_0120.xml,43,467264,1,120,hard,13,32,double,156,11,7,4,0.6364,0.8,23,75,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,2,1
synthetic_study_easy_05t_single_seed44_0121,synthetic_study_easy_05t_single_seed44_0121.xml,data/raw/synthetic/study/synthetic_study_easy_05t_single_seed44_0121.xml,44,44,2,121,easy,5,5,single,10,3,1,2,0.3333,0.32,5,18,Break;Capacity;HomeAway,3,1,1,1,0,0,0,0,0
synthetic_study_medium_08t_single_seed44_0122,synthetic_study_medium_08t_single_seed44_0122.xml,data/raw/synthetic/study/synthetic_study_medium_08t_single_seed44_0122.xml,44,7963,2,122,medium,8,8,single,28,6,3,3,0.5,0.3,10,35,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_hard_12t_single_seed44_0123,synthetic_study_hard_12t_single_seed44_0123.xml,data/raw/synthetic/study/synthetic_study_hard_12t_single_seed44_0123.xml,44,15882,2,123,hard,12,13,single,66,11,8,3,0.7273,0.65,20,70,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,2,2,1,1,1,2,0
synthetic_study_easy_06t_single_seed44_0124,synthetic_study_easy_06t_single_seed44_0124.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed44_0124.xml,44,23801,2,124,easy,6,5,single,15,3,2,1,0.6667,0.25,6,19,Availability;Break;Capacity,3,1,1,0,1,0,0,0,0
synthetic_study_medium_08t_double_seed44_0125,synthetic_study_medium_08t_double_seed44_0125.xml,data/raw/synthetic/study/synthetic_study_medium_08t_double_seed44_0125.xml,44,31720,2,125,medium,8,15,double,56,8,4,4,0.5,0.55,11,36,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,1,1,1,1,1,1,1
synthetic_study_hard_13t_double_seed44_0126,synthetic_study_hard_13t_double_seed44_0126.xml,data/raw/synthetic/study/synthetic_study_hard_13t_double_seed44_0126.xml,44,39639,2,126,hard,13,29,double,156,13,9,4,0.6923,0.55,21,71,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,2,1,1,2,1
synthetic_study_easy_07t_double_seed44_0127,synthetic_study_easy_07t_double_seed44_0127.xml,data/raw/synthetic/study/synthetic_study_easy_07t_double_seed44_0127.xml,44,47558,2,127,easy,7,15,double,42,5,2,3,0.4,0.18,7,20,Availability;Break;Capacity;Fairness;HomeAway,5,1,1,1,1,0,0,1,0
synthetic_study_medium_09t_single_seed44_0128,synthetic_study_medium_09t_single_seed44_0128.xml,data/raw/synthetic/study/synthetic_study_medium_09t_single_seed44_0128.xml,44,55477,2,128,medium,9,11,single,36,8,5,3,0.625,0.45,12,37,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,1,1,1,1,1,0
synthetic_study_hard_14t_double_seed44_0129,synthetic_study_hard_14t_double_seed44_0129.xml,data/raw/synthetic/study/synthetic_study_hard_14t_double_seed44_0129.xml,44,63396,2,129,hard,14,30,double,182,15,9,6,0.6,0.8,22,72,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,2,1,1,3,1
synthetic_study_easy_08t_single_seed44_0130,synthetic_study_easy_08t_single_seed44_0130.xml,data/raw/synthetic/study/synthetic_study_easy_08t_single_seed44_0130.xml,44,71315,2,130,easy,8,8,single,28,5,2,3,0.4,0.35,8,21,Availability;Break;Capacity;Fairness;HomeAway,5,1,1,1,1,0,0,1,0
synthetic_study_medium_10t_double_seed44_0131,synthetic_study_medium_10t_double_seed44_0131.xml,data/raw/synthetic/study/synthetic_study_medium_10t_double_seed44_0131.xml,44,79234,2,131,medium,10,21,double,90,10,6,4,0.6,0.35,13,38,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,1,1
synthetic_study_hard_14t_single_seed44_0132,synthetic_study_hard_14t_single_seed44_0132.xml,data/raw/synthetic/study/synthetic_study_hard_14t_single_seed44_0132.xml,44,87153,2,132,hard,14,18,single,91,15,12,3,0.8,0.7,23,73,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,3,2,2,2,2,2,0
synthetic_study_easy_08t_single_seed44_0133,synthetic_study_easy_08t_single_seed44_0133.xml,data/raw/synthetic/study/synthetic_study_easy_08t_single_seed44_0133.xml,44,95072,2,133,easy,8,9,single,28,6,2,4,0.3333,0.28,5,22,Availability;Break;Capacity;Fairness;HomeAway;Travel,6,1,1,1,1,0,0,1,1
synthetic_study_medium_13t_single_seed44_0134,synthetic_study_medium_13t_single_seed44_0134.xml,data/raw/synthetic/study/synthetic_study_medium_13t_single_seed44_0134.xml,44,102991,2,134,medium,13,14,single,78,10,5,5,0.5,0.6,10,39,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,1,1,1,1,2,1
synthetic_study_hard_15t_double_seed44_0135,synthetic_study_hard_15t_double_seed44_0135.xml,data/raw/synthetic/study/synthetic_study_hard_15t_double_seed44_0135.xml,44,110910,2,135,hard,15,36,double,210,17,12,5,0.7059,0.6,20,74,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,2,2,2,3,1
synthetic_study_easy_05t_double_seed44_0136,synthetic_study_easy_05t_double_seed44_0136.xml,data/raw/synthetic/study/synthetic_study_easy_05t_double_seed44_0136.xml,44,118829,2,136,easy,5,12,double,20,4,2,2,0.5,0.22,6,23,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_14t_double_seed44_0137,synthetic_study_medium_14t_double_seed44_0137.xml,data/raw/synthetic/study/synthetic_study_medium_14t_double_seed44_0137.xml,44,126748,2,137,medium,14,27,double,182,13,6,7,0.4615,0.5,11,40,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,3,2,1,1,1,2,1
synthetic_study_hard_16t_double_seed44_0138,synthetic_study_hard_16t_double_seed44_0138.xml,data/raw/synthetic/study/synthetic_study_hard_16t_double_seed44_0138.xml,44,134667,2,138,hard,16,32,double,240,18,11,7,0.6111,0.85,21,75,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,3,2,2,2,2,3,1
synthetic_study_easy_05t_single_seed44_0139,synthetic_study_easy_05t_single_seed44_0139.xml,data/raw/synthetic/study/synthetic_study_easy_05t_single_seed44_0139.xml,44,142586,2,139,easy,5,6,single,10,3,1,2,0.3333,0.15,7,24,Break;Capacity;HomeAway,3,1,1,1,0,0,0,0,0
synthetic_study_medium_14t_single_seed44_0140,synthetic_study_medium_14t_single_seed44_0140.xml,data/raw/synthetic/study/synthetic_study_medium_14t_single_seed44_0140.xml,44,150505,2,140,medium,14,15,single,91,13,8,5,0.6154,0.4,12,41,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,1,1,1,3,1
synthetic_study_hard_17t_single_seed44_0141,synthetic_study_hard_17t_single_seed44_0141.xml,data/raw/synthetic/study/synthetic_study_hard_17t_single_seed44_0141.xml,44,158424,2,141,hard,17,20,single,136,17,9,8,0.5294,0.75,22,76,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,4,2,2,1,1,3,1
synthetic_study_easy_06t_single_seed44_0142,synthetic_study_easy_06t_single_seed44_0142.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed44_0142.xml,44,166343,2,142,easy,6,7,single,15,4,2,2,0.5,0.32,8,18,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_09t_double_seed44_0143,synthetic_study_medium_09t_double_seed44_0143.xml,data/raw/synthetic/study/synthetic_study_medium_09t_double_seed44_0143.xml,44,174262,2,143,medium,9,21,double,72,7,4,3,0.5714,0.3,13,35,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,1,1,1,1,1,1,0
synthetic_study_hard_18t_double_seed44_0144,synthetic_study_hard_18t_double_seed44_0144.xml,data/raw/synthetic/study/synthetic_study_hard_18t_double_seed44_0144.xml,44,182181,2,144,hard,18,38,double,306,20,15,5,0.75,0.65,23,70,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,3,3,2,2,2,4,1
synthetic_study_easy_07t_double_seed44_0145,synthetic_study_easy_07t_double_seed44_0145.xml,data/raw/synthetic/study/synthetic_study_easy_07t_double_seed44_0145.xml,44,190100,2,145,easy,7,16,double,42,6,3,3,0.5,0.25,5,19,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_medium_10t_single_seed44_0146,synthetic_study_medium_10t_single_seed44_0146.xml,data/raw/synthetic/study/synthetic_study_medium_10t_single_seed44_0146.xml,44,198019,2,146,medium,10,10,single,45,6,3,3,0.5,0.55,10,36,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_hard_19t_double_seed44_0147,synthetic_study_hard_19t_double_seed44_0147.xml,data/raw/synthetic/study/synthetic_study_hard_19t_double_seed44_0147.xml,44,205938,2,147,hard,19,42,double,342,21,14,7,0.6667,0.55,20,71,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,3,4,3,2,2,2,4,1
synthetic_study_easy_08t_single_seed44_0148,synthetic_study_easy_08t_single_seed44_0148.xml,data/raw/synthetic/study/synthetic_study_easy_08t_single_seed44_0148.xml,44,213857,2,148,easy,8,8,single,28,7,3,4,0.4286,0.18,6,20,Availability;Break;Capacity;Fairness;HomeAway;Travel;Venue,7,1,1,1,1,1,0,1,1
synthetic_study_medium_11t_double_seed44_0149,synthetic_study_medium_11t_double_seed44_0149.xml,data/raw/synthetic/study/synthetic_study_medium_11t_double_seed44_0149.xml,44,221776,2,149,medium,11,23,double,110,8,5,3,0.625,0.45,11,37,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,1,1,1,1,1,0
synthetic_study_hard_12t_single_seed44_0150,synthetic_study_hard_12t_single_seed44_0150.xml,data/raw/synthetic/study/synthetic_study_hard_12t_single_seed44_0150.xml,44,229695,2,150,hard,12,16,single,66,10,6,4,0.6,0.8,21,72,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,2,1,1,1,1,1
synthetic_study_easy_04t_single_seed44_0151,synthetic_study_easy_04t_single_seed44_0151.xml,data/raw/synthetic/study/synthetic_study_easy_04t_single_seed44_0151.xml,44,237614,2,151,easy,4,5,single,6,4,2,2,0.5,0.35,7,21,Availability;Break;Capacity;HomeAway,4,1,1,1,1,0,0,0,0
synthetic_study_medium_12t_single_seed44_0152,synthetic_study_medium_12t_single_seed44_0152.xml,data/raw/synthetic/study/synthetic_study_medium_12t_single_seed44_0152.xml,44,245533,2,152,medium,12,15,single,66,8,5,3,0.625,0.35,12,38,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,1,2,1,1,1,1,1,0
synthetic_study_hard_12t_double_seed44_0153,synthetic_study_hard_12t_double_seed44_0153.xml,data/raw/synthetic/study/synthetic_study_hard_12t_double_seed44_0153.xml,44,253452,2,153,hard,12,24,double,132,12,10,2,0.8333,0.7,22,73,Availability;Break;Capacity;Fairness;HomeAway;Separation;Venue,7,2,2,2,2,2,1,1,0
synthetic_study_easy_05t_double_seed44_0154,synthetic_study_easy_05t_double_seed44_0154.xml,data/raw/synthetic/study/synthetic_study_easy_05t_double_seed44_0154.xml,44,261371,2,154,easy,5,12,double,20,6,2,4,0.3333,0.28,8,22,Availability;Break;Capacity;Fairness;HomeAway;Travel,6,1,1,1,1,0,0,1,1
synthetic_study_medium_13t_double_seed44_0155,synthetic_study_medium_13t_double_seed44_0155.xml,data/raw/synthetic/study/synthetic_study_medium_13t_double_seed44_0155.xml,44,269290,2,155,medium,13,30,double,156,10,5,5,0.5,0.6,13,39,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,2,1,1,1,1,2,1
synthetic_study_hard_15t_double_seed44_0156,synthetic_study_hard_15t_double_seed44_0156.xml,data/raw/synthetic/study/synthetic_study_hard_15t_double_seed44_0156.xml,44,277209,2,156,hard,15,32,double,210,14,10,4,0.7143,0.6,23,74,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,2,2,1,2,1
synthetic_study_easy_06t_single_seed44_0157,synthetic_study_easy_06t_single_seed44_0157.xml,data/raw/synthetic/study/synthetic_study_easy_06t_single_seed44_0157.xml,44,285128,2,157,easy,6,5,single,15,6,3,3,0.5,0.22,5,23,Availability;Break;Capacity;Fairness;HomeAway;Venue,6,1,1,1,1,1,0,1,0
synthetic_study_medium_14t_single_seed44_0158,synthetic_study_medium_14t_single_seed44_0158.xml,data/raw/synthetic/study/synthetic_study_medium_14t_single_seed44_0158.xml,44,293047,2,158,medium,14,15,single,91,11,5,6,0.4545,0.5,10,40,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,1,3,1,1,1,1,2,1
synthetic_study_hard_16t_single_seed44_0159,synthetic_study_hard_16t_single_seed44_0159.xml,data/raw/synthetic/study/synthetic_study_hard_16t_single_seed44_0159.xml,44,300966,2,159,hard,16,18,single,120,14,9,5,0.6429,0.85,20,75,Availability;Break;Capacity;Fairness;HomeAway;Separation;Travel;Venue,8,2,2,2,2,1,1,3,1
