instance_name,dataset_type,num_teams,num_slots,num_constraints,teams_is_even,estimated_minimum_slots,slot_pressure,slot_surplus,num_hard_constraints,num_soft_constraints,num_unclassified_constraints,num_constraints_missing_category,num_constraints_missing_tag,num_constraints_missing_type,ratio_hard_to_all,ratio_soft_to_all,ratio_unclassified_to_all,constraints_per_team,constraints_per_slot,constraints_per_team_slot,number_of_constraint_categories,number_of_constraint_tags,number_of_constraint_types,ratio_constraint_categories_to_constraints,ratio_constraint_tags_to_constraints,ratio_constraint_types_to_constraints,objective_present,objective_name,objective_sense,objective_is_minimization,objective_is_maximization,best_solver,benchmark_solver_support_coverage,benchmark_total_solver_count,benchmark_eligible_solver_count,benchmark_supported_solver_count,benchmark_partially_supported_solver_count,benchmark_unsupported_solver_count,benchmark_not_configured_solver_count,benchmark_failed_solver_count,benchmark_best_solver_support_status,benchmark_best_solver_scoring_status,benchmark_best_solver_mean_objective,benchmark_best_solver_mean_runtime_seconds,benchmark_best_solver_num_runs,objective_cpsat_solver,objective_random_baseline,objective_simulated_annealing_solver
Early 1,real,16,30,196,True,30,1.0,0,83,113,0,0,0,0,0.423469387755102,0.576530612244898,0.0,12.25,6.533333333333333,0.4083333333333333,5,8,2,0.0255102040816326,0.0408163265306122,0.010204081632653,True,SC,,False,False,simulated_annealing_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,simplified_baseline,legacy_feasible_run,27.0,1.6561145999585278,1,30.0,676.639427,27.0
synthetic_study_easy_04t_double_seed43_0076,synthetic,4,8,4,True,6,0.75,2,2,2,0,0,0,0,0.5,0.5,0.0,1.0,0.5,0.125,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,6.0,0.014722766665120833,3,6.0,36.36217166666666,
synthetic_study_easy_04t_single_seed42_0031,synthetic,4,4,4,True,3,0.75,1,1,3,0,0,0,0,0.25,0.75,0.0,1.0,1.0,0.25,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.005915933327438866,3,3.0,20.36217166666667,3.0
synthetic_study_easy_04t_single_seed42_0046,synthetic,4,3,4,True,3,1.0,0,2,2,0,0,0,0,0.5,0.5,0.0,1.0,1.3333333333333333,0.3333333333333333,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.003817799986184833,3,3.0,16.36217166666667,3.0
synthetic_study_easy_04t_single_seed42_0049,synthetic,4,4,4,True,3,0.75,1,2,2,0,0,0,0,0.5,0.5,0.0,1.0,1.0,0.25,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.004575099990082233,3,3.0,20.36217166666667,3.0
synthetic_study_easy_04t_single_seed43_0091,synthetic,4,5,4,True,3,0.6,2,2,2,0,0,0,0,0.5,0.5,0.0,1.0,0.8,0.2,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.007402400001107333,3,3.0,24.36217166666667,3.0
synthetic_study_easy_04t_single_seed43_0106,synthetic,4,3,4,True,3,1.0,0,2,2,0,0,0,0,0.5,0.5,0.0,1.0,1.3333333333333333,0.3333333333333333,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.0037211333401500333,3,3.0,16.36217166666667,3.0
synthetic_study_easy_04t_single_seed43_0109,synthetic,4,4,5,True,3,0.75,1,2,3,0,0,0,0,0.4,0.6,0.0,1.25,1.25,0.3125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.005732133363683966,3,3.0,21.36217166666667,3.0
synthetic_study_easy_04t_single_seed44_0151,synthetic,4,5,4,True,3,0.6,2,2,2,0,0,0,0,0.5,0.5,0.0,1.0,0.8,0.2,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.006661499986269801,3,3.0,24.36217166666667,3.0
synthetic_study_easy_04t_single_seed44_0166,synthetic,4,3,4,True,3,1.0,0,2,2,0,0,0,0,0.5,0.5,0.0,1.0,1.3333333333333333,0.3333333333333333,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.0025459666697618334,3,3.0,16.36217166666667,3.0
synthetic_study_easy_04t_single_seed44_0169,synthetic,4,4,5,True,3,0.75,1,2,3,0,0,0,0,0.4,0.6,0.0,1.25,1.25,0.3125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,3.0,0.005333133371702066,3,3.0,21.36217166666667,3.0
synthetic_study_easy_05t_double_seed42_0034,synthetic,5,12,6,False,10,0.8333333333333334,2,3,3,0,0,0,0,0.5,0.5,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,60.008461466641165,3,10.0,66.36217166666667,
synthetic_study_easy_05t_double_seed42_0052,synthetic,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,60.013114333327394,3,10.0,66.36217166666667,
synthetic_study_easy_05t_double_seed43_0094,synthetic,5,12,6,False,10,0.8333333333333334,2,3,3,0,0,0,0,0.5,0.5,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,3643.710272466667,3,10.0,66.36217166666667,
synthetic_study_easy_05t_double_seed43_0112,synthetic,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,7979.656989666672,3,10.0,66.36217166666667,
synthetic_study_easy_05t_double_seed44_0136,synthetic,5,12,4,False,10,0.8333333333333334,2,2,2,0,0,0,0,0.5,0.5,0.0,0.8,0.3333333333333333,0.0666666666666666,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,60.132783766661305,3,10.0,64.36217166666667,
synthetic_study_easy_05t_double_seed44_0154,synthetic,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,60.05210273332583,3,10.0,66.36217166666667,
synthetic_study_easy_05t_double_seed44_0172,synthetic,5,12,6,False,10,0.8333333333333334,2,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.2,0.5,0.1,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,10.0,60.01532373334825,3,10.0,66.36217166666667,
synthetic_study_easy_05t_single_seed42_0001,synthetic,5,5,3,False,5,1.0,0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.010705399967264365,3,5.0,28.36217166666667,5.0
synthetic_study_easy_05t_single_seed42_0019,synthetic,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.012538866663817268,3,5.0,33.36217166666666,5.0
synthetic_study_easy_05t_single_seed43_0061,synthetic,5,5,3,False,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.008755266647009768,3,5.0,28.36217166666667,5.0
synthetic_study_easy_05t_single_seed43_0079,synthetic,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.010175966657698066,3,5.0,33.36217166666666,5.0
synthetic_study_easy_05t_single_seed44_0121,synthetic,5,5,3,False,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.6,0.12,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.011435866685739366,3,5.0,28.36217166666667,5.0
synthetic_study_easy_05t_single_seed44_0139,synthetic,5,6,3,False,5,0.8333333333333334,1,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.6,0.5,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.009489633336973667,3,5.0,33.36217166666666,5.0
synthetic_study_easy_06t_single_seed42_0004,synthetic,6,5,3,True,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.013663966693760167,3,5.0,33.36217166666666,5.0
synthetic_study_easy_06t_single_seed42_0022,synthetic,6,7,4,True,5,0.7142857142857143,2,2,2,0,0,0,0,0.5,0.5,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.0170020333025604,3,5.0,46.36217166666666,5.0
synthetic_study_easy_06t_single_seed42_0037,synthetic,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.0122695666310998,3,5.0,36.36217166666666,5.0
synthetic_study_easy_06t_single_seed42_0040,synthetic,6,6,7,True,5,0.8333333333333334,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.1666666666666667,1.1666666666666667,0.1944444444444444,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.014507066671891701,3,5.0,43.36217166666666,5.0
synthetic_study_easy_06t_single_seed42_0055,synthetic,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.011146833344052165,3,5.0,36.36217166666666,5.0
synthetic_study_easy_06t_single_seed43_0064,synthetic,6,5,3,True,5,1.0,0,1,2,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.010195499984547433,3,5.0,33.36217166666666,5.0
synthetic_study_easy_06t_single_seed43_0082,synthetic,6,7,4,True,5,0.7142857142857143,2,1,3,0,0,0,0,0.25,0.75,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.015695266658440166,3,5.0,46.36217166666666,5.0
synthetic_study_easy_06t_single_seed43_0097,synthetic,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.015488899992002732,3,5.0,36.36217166666666,5.0
synthetic_study_easy_06t_single_seed43_0115,synthetic,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.011304566656084035,3,5.0,36.36217166666666,5.0
synthetic_study_easy_06t_single_seed44_0124,synthetic,6,5,3,True,5,1.0,0,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.6,0.1,3,3,2,1.0,1.0,0.6666666666666666,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.010550200007855866,3,5.0,33.36217166666666,5.0
synthetic_study_easy_06t_single_seed44_0142,synthetic,6,7,4,True,5,0.7142857142857143,2,2,2,0,0,0,0,0.5,0.5,0.0,0.6666666666666666,0.5714285714285714,0.0952380952380952,4,4,2,1.0,1.0,0.5,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.015772366644038468,3,5.0,46.36217166666666,5.0
synthetic_study_easy_06t_single_seed44_0157,synthetic,6,5,6,True,5,1.0,0,3,3,0,0,0,0,0.5,0.5,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.011509799999960935,3,5.0,36.36217166666666,5.0
synthetic_study_easy_06t_single_seed44_0175,synthetic,6,5,6,True,5,1.0,0,2,4,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.2,0.2,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,5.0,0.009691566675125267,3,5.0,36.36217166666666,5.0
synthetic_study_easy_07t_double_seed42_0007,synthetic,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.0446428571428571,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.01336833336003,3,14.0,117.36217166666665,
synthetic_study_easy_07t_double_seed42_0025,synthetic,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.02238770000016,3,14.0,120.36217166666665,
synthetic_study_easy_07t_double_seed42_0043,synthetic,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.02492169998974,3,14.0,120.36217166666665,
synthetic_study_easy_07t_double_seed43_0067,synthetic,7,16,5,False,14,0.875,2,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3125,0.0446428571428571,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.06429510000938,3,14.0,117.36217166666665,
synthetic_study_easy_07t_double_seed43_0085,synthetic,7,16,8,False,14,0.875,2,4,4,0,0,0,0,0.5,0.5,0.0,1.1428571428571428,0.5,0.0714285714285714,8,8,2,1.0,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.02284809999401,3,14.0,120.36217166666665,
synthetic_study_easy_07t_double_seed43_0103,synthetic,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.0714285714285714,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.028769133321475,3,14.0,120.36217166666665,
synthetic_study_easy_07t_double_seed44_0127,synthetic,7,15,5,False,14,0.9333333333333332,1,2,3,0,0,0,0,0.4,0.6,0.0,0.7142857142857143,0.3333333333333333,0.0476190476190476,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.04322733334266,3,14.0,110.36217166666665,
synthetic_study_easy_07t_double_seed44_0145,synthetic,7,16,6,False,14,0.875,2,3,3,0,0,0,0,0.5,0.5,0.0,0.8571428571428571,0.375,0.0535714285714285,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.014156433346216,3,14.0,118.36217166666665,
synthetic_study_easy_07t_double_seed44_0163,synthetic,7,16,8,False,14,0.875,2,3,5,0,0,0,0,0.375,0.625,0.0,1.1428571428571428,0.5,0.0714285714285714,7,8,2,0.875,1.0,0.25,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=2/4; supported=0; partial=2; unsupported=1; not_configured=1; failed=0,4,2,0,2,1,1,0,partially_supported,partially_modeled_run,14.0,60.034830933320336,3,14.0,120.36217166666665,
synthetic_study_easy_07t_single_seed42_0058,synthetic,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,1.0,0.1428571428571428,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.11056283335589485,3,7.0,56.36217166666666,7.0
synthetic_study_easy_07t_single_seed43_0100,synthetic,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.409370199990614,3,7.0,63.36217166666666,7.0
synthetic_study_easy_07t_single_seed43_0118,synthetic,7,7,7,False,7,1.0,0,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,1.0,0.1428571428571428,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.10125780000817027,3,7.0,56.36217166666666,7.0
synthetic_study_easy_07t_single_seed44_0160,synthetic,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.39459613332292065,3,7.0,63.36217166666666,7.0
synthetic_study_easy_07t_single_seed44_0178,synthetic,7,8,7,False,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.875,0.125,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.40476833332407597,3,7.0,63.36217166666666,7.0
synthetic_study_easy_08t_single_seed42_0010,synthetic,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.04874283335326853,3,7.0,69.36217166666667,7.666666666666667
synthetic_study_easy_08t_single_seed42_0013,synthetic,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.05781639999865237,3,7.0,78.36217166666667,7.333333333333333
synthetic_study_easy_08t_single_seed42_0028,synthetic,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.049367366649676066,3,7.0,71.36217166666667,7.666666666666667
synthetic_study_easy_08t_single_seed43_0070,synthetic,8,8,5,True,7,0.875,1,2,3,0,0,0,0,0.4,0.6,0.0,0.625,0.625,0.078125,5,5,2,1.0,1.0,0.4,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.0511187000083737,3,7.0,69.36217166666667,7.666666666666667
synthetic_study_easy_08t_single_seed43_0073,synthetic,8,9,6,True,7,0.7777777777777778,2,3,3,0,0,0,0,0.5,0.5,0.0,0.75,0.6666666666666666,0.0833333333333333,6,6,2,1.0,1.0,0.3333333333333333,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.054933566677694466,3,7.0,78.36217166666667,7.333333333333333
synthetic_study_easy_08t_single_seed43_0088,synthetic,8,8,7,True,7,0.875,1,3,4,0,0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.875,0.875,0.109375,7,7,2,1.0,1.0,0.2857142857142857,True,weighted_soft_penalty,minimize,True,False,cpsat_solver,eligible=3/4; supported=0; partial=3; unsupported=0; not_configured=1; failed=0,4,3,0,3,0,1,0,partially_supported,partially_modeled_run,7.0,0.045651166661021536,3,7.0,71.36217166666667,7.666666666666667
